1971821|4260121494||RV|3160061260|19년 부대 2차 AFE_OCM_행복나래|44340000|20191115|20190801|20191231|조원배|서부Infra구축팀|00004017||||1003809|20191231|부가장치|1000051168|LTE-OCM,OCM-LTE6(NEW)|LTE-OCM,OCM-LTE6(NEW)|30|EA|395000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1971823|4260121494||RV|3160061260|19년 부대 2차 AFE_OCM_행복나래|44340000|20191115|20190801|20191231|조원배|서부Infra구축팀|00004017||||1003811|20191231|부가장치|1000051168|LTE-OCM,OCM-LTE6(NEW)|LTE-OCM,OCM-LTE6(NEW)|15|EA|395000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1971824|4260121494||RV|3160061260|19년 부대 2차 AFE_OCM_행복나래|44340000|20191115|20190801|20191231|조원배|서부Infra구축팀|00004017||||1003812|20191231|부가장치|1000055235|LTE-OCM,Extended-OCM|LTE-OCM,Extended-OCM|2|PAA|242000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1972064|4260121494||RV|3160061260|19년 부대 2차 AFE_OCM_행복나래|44340000|20191115|20190801|20191231|조원배|서부Infra구축팀|00004017||||1003812|20191231|부가장치|1000055235|LTE-OCM,Extended-OCM|LTE-OCM,Extended-OCM|2|PAA|242000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1973444|4260121494||RV|3160061260|19년 부대 2차 AFE_OCM_행복나래|44340000|20191115|20190801|20191231|조원배|서부Infra구축팀|00004017||||1003812|20191231|부가장치|1000055235|LTE-OCM,Extended-OCM|LTE-OCM,Extended-OCM|2|PAA|242000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1973442|4260121494||RV|3160061260|19년 부대 2차 AFE_OCM_행복나래|44340000|20191115|20190801|20191231|조원배|서부Infra구축팀|00004017||||1003810|20191231|부가장치|1000055235|LTE-OCM,Extended-OCM|LTE-OCM,Extended-OCM|6|PAA|242000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1972062|4260121494||RV|3160061260|19년 부대 2차 AFE_OCM_행복나래|44340000|20191115|20190801|20191231|조원배|서부Infra구축팀|00004017||||1003810|20191231|부가장치|1000055235|LTE-OCM,Extended-OCM|LTE-OCM,Extended-OCM|6|PAA|242000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1977134|4260121517||RV|3160062046|19년 부대 운용투자 3차_RMS2.0 통합형 RCU 대개체_행복나래|112263000|20191120|20191002|20191231|김종보|동부Infra구축팀|00004016||||1003879|20191231|부가장치|1000065010|RMS(통합RCU )|통합RCU 슬림형 (L2 NAT),RJ45 12Port, 통신모듈 Max 2개|6|EA|2182000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1977133|4260121517||RV|3160062046|19년 부대 운용투자 3차_RMS2.0 통합형 RCU 대개체_행복나래|112263000|20191120|20191002|20191231|김종보|동부Infra구축팀|00004016||||1003878|20191231|부가장치|1000065009|RMS(통합RCU )|통합RCU 서브형 (통신모듈 확장 Max 11개),.|6|EA|488000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1978312|4260121630||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|3650000|20191121|20190131|20191231|이상신|중부Infra구축팀|00004018||||1004161|20191231|전원장치|1000064696|Compact정류기|Compact정류기,Layer Splitter용 정류시스템 48V_600W|3|EA|730000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1977921|4260121630||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|3650000|20191121|20190131|20191231|이상신|중부Infra구축팀|00004018||||1004161|20191231|전원장치|1000064696|Compact정류기|Compact정류기,Layer Splitter용 정류시스템 48V_600W|3|EA|730000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1985556|4260122291||RV|3160058792|19년 부대 전송 시설투자 단가계약2_정류기,리튬,OCM,RMS(납기12주)|30370000|20191128|20190124|20191231|조원배|서부Infra구축팀|00004017||||1005496|20191231|전원장치|1000063723|5G정류기,MRH정류모듈/48V/200A|5G정류기,MRH(MRM)정류모듈/48V/200A|6|EA|3310000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1985557|4260122291||RV|3160058792|19년 부대 전송 시설투자 단가계약2_정류기,리튬,OCM,RMS(납기12주)|30370000|20191128|20190124|20191231|조원배|서부Infra구축팀|00004017||||1005497|20191231|전원장치|1000063724|5G정류기,MRH시스템/48V/2000A|5G정류기,MRH시스템/48V/2000A|1|EA|10510000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1997433|4260122487||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|34063200|20191212|20190131|20191231|조원배|서부Infra구축팀|00004017||||1006211|20191231|전원장치|1000064696|Compact정류기|Compact정류기,Layer Splitter용 정류시스템 48V_600W|1|EA|730000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1997238|4260122487||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|34063200|20191212|20190131|20191231|조원배|서부Infra구축팀|00004017||||1006211|20191231|전원장치|1000064696|Compact정류기|Compact정류기,Layer Splitter용 정류시스템 48V_600W|1|EA|730000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1997237|4260122487||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|34063200|20191212|20190131|20191231|조원배|서부Infra구축팀|00004017||||1006210|20191231|전원장치|1000064696|Compact정류기|Compact정류기,Layer Splitter용 정류시스템 48V_600W|1|EA|730000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
1997432|4260122487||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|34063200|20191212|20190131|20191231|조원배|서부Infra구축팀|00004017||||1006210|20191231|전원장치|1000064696|Compact정류기|Compact정류기,Layer Splitter용 정류시스템 48V_600W|1|EA|730000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
2003854|4260123158||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|1942873000|20191220|20190131|20191231|최유미|수도권Infra구축팀|00004014||||1007635|20191231|축전지|1000065256|리튬축전지 팩(48V 7.5Ah)_10Pin|리튬축전지 팩(48V 7.5Ah)_10Pin,,|415|EA|437000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
2003849|4260123158||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|1942873000|20191220|20190131|20191231|최유미|수도권Infra구축팀|00004014||||1007628|20191231|축전지|1000064384|리튬전지|리튬축전지 팩(44V 7.5Ah)_IRO외장형,.|36|EA|563000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
2003856|4260123158||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|1942873000|20191220|20190131|20191231|최유미|수도권Infra구축팀|00004014||||1007717|20191231|감시장치|1000063287|RF감시장치,기지국감시용,HUB,3G|RF감시장치,기지국감시용,HUB,3G,L2 Switch Hub (24Port, WBSU, POE 30W, DC24~48)|125|EA|863000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
2003850|4260123158||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|1942873000|20191220|20190131|20191231|최유미|수도권Infra구축팀|00004014||||1007631|20191231|축전지|1000065257|리튬축전지 팩(48V 7.5Ah)_14Pin|리튬축전지 팩(48V 7.5Ah)_14Pin,,|1230|EA|437000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
2003855|4260123158||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|1942873000|20191220|20190131|20191231|최유미|수도권Infra구축팀|00004014||||1007636|20191231|축전지|1000065260|리튬축전지 팩(48V 12.5Ah)_14Pin|리튬축전지 팩(48V 12.5Ah)_14Pin,,|56|EA|594000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
2003852|4260123158||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|1942873000|20191220|20190131|20191231|최유미|수도권Infra구축팀|00004014||||1007633|20191231|전원장치|1000065250|5G 정류기|5G 정류기,Compact 48V_1.5kW용|246|EA|733000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
2003851|4260123158||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|1942873000|20191220|20190131|20191231|최유미|수도권Infra구축팀|00004014||||1007632|20191231|축전지|1000065258|리튬축전지 팩(48V 10Ah)_14Pin|리튬축전지 팩(48V 10Ah)_14Pin,,|1259|EA|504000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
2003848|4260123158||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|1942873000|20191220|20190131|20191231|최유미|수도권Infra구축팀|00004014||||1007626|20191231|축전지|1000063372|5G 리튬이온,48V 7.5Ah_DUL용|리튬축전지 팩(48V 7.5Ah)_DUL 1.2kW정류기용,.|73|EA|572000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
2003853|4260123158||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|1942873000|20191220|20190131|20191231|최유미|수도권Infra구축팀|00004014||||1007634|20191231|전원장치|1000065296|5G 정류기|5G 정류기,Compact 48V_2.3kW용|150|EA|882000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
2003841|4260123158||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|1942873000|20191220|20190131|20191231|최유미|수도권Infra구축팀|00004014||||1007619|20191231|전원장치|1000031278|정류기/정류시스템:27V/1800A|정류시스템,동아,27V,1800A|11|EA|2806000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
2003843|4260123158||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|1942873000|20191220|20190131|20191231|최유미|수도권Infra구축팀|00004014||||1007621|20191231|부가장치|1000047779|전송망 RMS_정류기 감시모듈|전송망 RMS_정류기 감시모듈,네오게이트,정류기 감시모듈|15|EA|53000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
2003846|4260123158||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|1942873000|20191220|20190131|20191231|최유미|수도권Infra구축팀|00004014||||1007624|20191231|전원장치|1000063337|5G 정류기,Compact 48C_1.2kW 브라켓(개별형)|5G 정류기,Compact 48C_1.2kW 브라켓(개별형)|246|EA|23000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
2003847|4260123158||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|1942873000|20191220|20190131|20191231|최유미|수도권Infra구축팀|00004014||||1007625|20191231|전원장치|1000063369|5G 정류기,Compact 48C_2.0kW 브라켓(개별형)|5G 정류기,Compact 48C_2.0kW 브라켓(개별형)|261|EA|25000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
2003842|4260123158||RV|3160058853|19년 부대 A망 시설투자 단가계약4_정류기,리튬,OCM,RMS(납기12주)|1942873000|20191220|20190131|20191231|최유미|수도권Infra구축팀|00004014||||1007620|20191231|전원장치|1000031279|정류기/제어모듈:27V/1800A|제어모듈,동아,27V,1800A|12|EA|1272000|2020-02-03 10:11:58|DEL||2020-02-03 10:11:38
